urls
https://lol.fandom.com/wiki/LLA/2023_Season/Opening_Season/Scoreboards
https://lol.fandom.com/wiki/LLA/2023_Season/Opening_Season/Scoreboards/Week_2
https://lol.fandom.com/wiki/LLA/2023_Season/Opening_Season/Scoreboards/Week_3
https://lol.fandom.com/wiki/LLA/2023_Season/Opening_Season/Scoreboards/Week_4
https://lol.fandom.com/wiki/LLA/2023_Season/Opening_Season/Scoreboards/Week_5
https://lol.fandom.com/wiki/LLA/2023_Season/Opening_Season/Scoreboards/Week_6
